Age Gender Proffession Genre Like/Dislike Jr TypeJr Season Time
JeuneHomme F other Drama No lundi Normal Printemp Nuit
JeuneHomme F librarian Thriller Yes samedi Vacance Printemp ApréMidi
Adulte M lawyer Adventure Yes dimanche Normal Automne ApréMidi
Homme M entertainment Comedy Yes vendredi Vacance Automne Soir
JeuneHomme M engineer Action No mercredi Normal Automne Soir
JeuneHomme M engineer Drama Yes samedi Vacance Hiver ApréMidi
Homme M engineer Action Yes mardi Normal Hiver ApréMidi
Homme M executive Action Yes samedi Vacance Automne Nuit
Adulte M educator Action Yes mardi Normal Hiver Nuit
JeuneHomme M programmer Drama Yes mardi Normal Hiver Nuit
JeuneHomme M student Action Yes mardi Normal Hiver Soir
JeuneHomme M student Action Yes dimanche Normal Automne Matin
JeuneHomme M student Mystery No dimanche Normal Automne Nuit
JeuneHomme M student Animation Yes vendredi Vacance Hiver Nuit
Homme F other Drama Yes mardi Normal Printemp Nuit
Adulte M educator Crime Yes samedi Vacance Printemp Nuit
JeuneHomme M administrator Drama Yes samedi Vacance Automne Matin
Adulte M administrator Western Yes jeudi Normal Printemp ApréMidi
JeuneHomme M student Action No vendredi Vacance Hiver Soir
Adulte M retired Comedy Yes mardi Normal Hiver ApréMidi
JeuneHomme M executive Adventure Yes lundi Normal Hiver Nuit
JeuneHomme M programmer Action Yes vendredi Vacance Automne ApréMidi
Adulte M lawyer Adventure Yes dimanche Normal Automne ApréMidi
Homme M other Action No lundi Normal Hiver Soir
Homme M entertainment Adventure Yes vendredi Vacance Automne Matin
JeuneHomme M entertainment Horror Yes samedi Vacance Hiver Matin
Homme F other Romance Yes vendredi Vacance Automne ApréMidi
JeuneHomme M student Drama Yes dimanche Normal Hiver Soir
Adulte M retired Horror No samedi Vacance Printemp Soir
JeuneHomme F student Comedy Yes samedi Vacance Automne Nuit
JeuneHomme M writer Crime Yes mardi Normal Printemp Matin
Homme M other Comedy Yes dimanche Vacance Automne ApréMidi
Homme M educator Action Yes vendredi Vacance Automne ApréMidi
JeuneHomme M student Drama Yes mercredi Normal Automne ApréMidi
JeuneHomme M administrator Documentary Yes mercredi Normal Hiver Nuit
Adulte M engineer Comedy Yes vendredi Vacance Hiver Nuit
Adulte M scientist Drama No mardi Normal Hiver Soir
JeuneHomme M engineer Children's Yes samedi Vacance Automne Matin
Adulte M engineer Comedy Yes lundi Normal Hiver Soir
JeuneHomme M lawyer Adventure Yes jeudi Normal Automne Soir
JeuneHomme M student Mystery Yes mercredi Normal Automne ApréMidi
JeuneHomme M programmer Crime No dimanche Normal Hiver Matin
Homme M entertainment Action Yes lundi Normal Hiver Matin
JeuneHomme F other Comedy Yes lundi Normal Printemp Nuit
Adulte F educator Action No lundi Vacance Automne Nuit
JeuneHomme M executive Thriller No samedi Vacance Automne Soir
JeuneHomme M student Action Yes mardi Normal Hiver Soir
Adulte M educator Comedy Yes mardi Vacance Automne Soir
Homme M administrator Adventure Yes vendredi Vacance Automne Soir
Adulte M programmer Action No dimanche Normal Hiver Nuit
Homme M administrator Action No samedi Vacance Automne Nuit
Homme M engineer Action Yes jeudi Normal Automne ApréMidi
Adulte M programmer Drama Yes dimanche Normal Hiver Nuit
Homme F librarian Drama Yes mercredi Normal Printemp ApréMidi
Homme M engineer Animation Yes mardi Vacance Automne ApréMidi
JeuneHomme M student Action No dimanche Vacance Automne Nuit
Adulte F educator Drama Yes mardi Normal Automne Nuit
JeuneHomme M student Comedy No dimanche Normal Hiver Matin
JeuneHomme M engineer Action Yes samedi Vacance Automne Matin
Homme M marketing Crime Yes samedi Vacance Automne Matin
JeuneHomme M writer Horror No mardi Normal Hiver ApréMidi
JeuneHomme F student Comedy Yes dimanche Normal Automne ApréMidi
Homme M engineer Action Yes mardi Normal Hiver ApréMidi
JeuneHomme M writer Action No vendredi Vacance Automne Matin
Adulte M educator Sci-Fi No lundi Normal Hiver Nuit
Homme M entertainment Comedy Yes mardi Normal Automne Soir
JeuneHomme M writer Drama Yes vendredi Vacance Automne Nuit
Adulte M student Mystery Yes mercredi Normal Automne Soir
JeuneHomme M student Comedy Yes vendredi Vacance Automne Matin
Adulte M technician Horror Yes mercredi Normal Printemp Matin
JeuneHomme M technician Drama Yes jeudi Vacance Automne Soir
JeuneHomme M technician Comedy No samedi Vacance Automne Nuit
Adulte M healthcare Action Yes lundi Normal Printemp Nuit
Homme F other Action Yes mardi Normal Printemp Nuit
Adulte M executive Drama Yes mercredi Normal Hiver Soir
Homme F executive Sci-Fi Yes samedi Vacance Automne Soir
JeuneHomme M administrator Action Yes vendredi Vacance Printemp Soir
Homme M librarian Drama Yes samedi Vacance Printemp Soir
Adulte M educator Comedy Yes lundi Vacance Printemp Soir
Adulte F librarian Action Yes mercredi Normal Hiver Nuit
JeuneHomme M technician Action Yes samedi Vacance Automne Nuit
JeuneHomme M writer Film-Noir Yes mardi Normal Printemp Matin
JeuneHomme F artist Animation Yes mercredi Normal Automne ApréMidi
Adulte M healthcare Sci-Fi Yes dimanche Normal Hiver ApréMidi
JeuneHomme M entertainment Action Yes mardi Normal Hiver Nuit
Homme F librarian Drama Yes mercredi Normal Printemp ApréMidi
Adulte M doctor Mystery Yes samedi Vacance Automne Soir
JeuneHomme M doctor Action Yes lundi Vacance Automne Nuit
Homme M entertainment Drama Yes lundi Normal Hiver ApréMidi
JeuneHomme M doctor Action Yes dimanche Normal Automne ApréMidi
Homme F programmer Action Yes mardi Normal Hiver Soir
Homme F other Comedy No lundi Normal Automne Soir
JeuneHomme F administrator Drama Yes jeudi Normal Automne Nuit
JeuneHomme F student Drama Yes mercredi Normal Hiver Soir
Homme M marketing Drama No dimanche Normal Hiver Soir
Homme F educator Drama Yes jeudi Vacance Printemp ApréMidi
JeuneHomme M administrator Comedy Yes mercredi Normal Hiver Nuit
Homme M educator Mystery Yes mercredi Normal Automne Soir
JeuneHomme M student Horror No samedi Vacance Hiver Soir
Adulte M educator Action Yes lundi Normal Hiver Nuit
JeuneHomme M student Action Yes mardi Vacance Automne ApréMidi
Adulte M administrator Action Yes mardi Normal Printemp ApréMidi
JeuneHomme F artist Drama Yes samedi Vacance Automne Nuit
Adulte M programmer Comedy Yes dimanche Normal Hiver Nuit
JeuneHomme M administrator Mystery Yes samedi Vacance Printemp Soir
JeuneHomme M writer Drama Yes mardi Normal Hiver ApréMidi
Adulte M engineer Drama Yes dimanche Vacance Printemp ApréMidi
JeuneHomme M student Action Yes lundi Normal Hiver Nuit
Homme F other Comedy Yes mardi Normal Automne ApréMidi
JeuneHomme M student Drama Yes vendredi Vacance Automne Soir
JeuneHomme M salesman Mystery Yes samedi Vacance Hiver Nuit
Adulte M retired Animation No lundi Vacance Printemp Nuit
JeuneHomme M student Action Yes dimanche Normal Hiver Matin
JeuneHomme M student Thriller Yes dimanche Normal Automne Matin
JeuneHomme M programmer Comedy Yes dimanche Vacance Printemp Soir
Adulte M educator Action Yes mercredi Normal Hiver Soir
Homme M engineer Action Yes dimanche Vacance Automne Soir
Adulte F administrator Drama Yes mercredi Normal Hiver ApréMidi
Adulte M engineer Drama Yes lundi Normal Hiver Soir
Adulte M programmer Action No lundi Normal Hiver Soir
JeuneHomme M student Action Yes vendredi Vacance Automne Nuit
JeuneHomme M student Drama Yes mercredi Normal Automne ApréMidi
Adulte M engineer Drama Yes samedi Vacance Printemp Matin
Homme M administrator Action Yes lundi Normal Automne Soir
Homme M marketing Comedy Yes vendredi Vacance Automne Soir
Adulte M other Drama Yes dimanche Normal Hiver Matin
Homme M student Horror Yes jeudi Vacance Printemp Matin
Adulte F librarian Drama Yes mercredi Normal Hiver Nuit
Homme M other Animation Yes jeudi Normal Printemp ApréMidi
JeuneHomme M student Comedy Yes mardi Normal Hiver Matin
Homme M executive Mystery Yes mardi Normal Hiver Nuit
Homme F administrator Drama Yes vendredi Vacance Automne Soir
Homme F writer Comedy Yes vendredi Vacance Hiver Nuit
Adolescent M none Animation Yes mardi Normal Automne Nuit
Adulte M programmer Drama Yes dimanche Normal Hiver Nuit
JeuneHomme M librarian Action Yes samedi Vacance Printemp ApréMidi
JeuneHomme F artist Drama Yes samedi Vacance Automne Soir
Adulte M administrator Drama Yes samedi Vacance Hiver ApréMidi
JeuneHomme M lawyer Comedy Yes vendredi Vacance Printemp ApréMidi
Homme M programmer Comedy Yes mercredi Normal Hiver Nuit
JeuneHomme M student Drama Yes samedi Vacance Automne Matin
JeuneHomme M none Crime Yes jeudi Normal Automne Soir
JeuneHomme F student Comedy Yes samedi Vacance Automne ApréMidi
JeuneHomme F student Animation No samedi Vacance Hiver ApréMidi
Adulte M educator Drama Yes vendredi Vacance Automne ApréMidi
JeuneHomme M programmer Drama Yes jeudi Normal Automne Nuit
Homme M administrator Drama No vendredi Vacance Automne ApréMidi
JeuneHomme M programmer Film-Noir Yes vendredi Vacance Automne ApréMidi
Adulte M administrator Drama Yes mardi Normal Printemp ApréMidi
Adulte M educator Drama Yes lundi Normal Hiver Nuit
Homme M entertainment Comedy No vendredi Vacance Automne Matin
JeuneHomme M executive Drama No samedi Vacance Automne Nuit
JeuneHomme M student Drama No dimanche Normal Hiver ApréMidi
Homme M artist Comedy No vendredi Vacance Printemp Matin
Homme M programmer Action Yes mercredi Normal Automne Nuit
JeuneHomme M administrator Animation Yes mercredi Normal Hiver Nuit
JeuneHomme M student Comedy Yes dimanche Normal Hiver Matin
Adulte M administrator Comedy No mardi Vacance Automne ApréMidi
JeuneHomme F administrator Comedy No vendredi Vacance Automne Soir
JeuneHomme F librarian Animation No samedi Vacance Printemp ApréMidi
Homme M entertainment Horror Yes lundi Normal Automne Matin
JeuneHomme F librarian Action Yes jeudi Normal Printemp Soir
JeuneHomme M student Action Yes samedi Vacance Automne Nuit
Adolescent M none Comedy Yes vendredi Vacance Hiver Nuit
JeuneHomme M administrator Action Yes samedi Vacance Printemp Soir
Adulte M other Action Yes dimanche Normal Hiver Matin
JeuneHomme M writer Musical Yes mardi Normal Printemp Matin
Homme M administrator Western Yes vendredi Vacance Automne ApréMidi
JeuneHomme M entertainment Drama Yes mardi Normal Hiver Nuit
Adulte F educator Action Yes lundi Vacance Automne Nuit
JeuneHomme F artist Action Yes samedi Vacance Automne Soir
JeuneHomme F other Action No lundi Normal Printemp Nuit
JeuneHomme F student Drama Yes mercredi Normal Hiver Nuit
Homme M administrator Action No lundi Normal Automne Soir
Adulte F educator Adventure Yes mardi Normal Automne Nuit
Homme M marketing Comedy No mercredi Normal Automne Matin
JeuneHomme M writer Action No mardi Normal Hiver ApréMidi
JeuneHomme M administrator Action Yes vendredi Vacance Printemp Soir
JeuneHomme M artist Action Yes jeudi Normal Automne Soir
JeuneHomme M student Action Yes vendredi Vacance Automne Nuit
Homme M entertainment Drama Yes mardi Normal Automne Soir
JeuneHomme F student Comedy Yes samedi Vacance Hiver ApréMidi
Homme M programmer Action No lundi Normal Printemp Nuit
Adulte M executive Adventure Yes mercredi Normal Hiver Soir
Homme F educator Comedy Yes vendredi Vacance Automne Soir
Homme M entertainment Drama Yes vendredi Vacance Automne Matin
Adulte M administrator Action Yes samedi Vacance Hiver ApréMidi
Homme M healthcare Drama Yes dimanche Normal Hiver Matin
Adulte M educator Drama Yes mercredi Normal Printemp Nuit
JeuneHomme M student Drama Yes vendredi Vacance Automne Nuit
JeuneHomme F marketing Drama Yes mercredi Vacance Automne Soir
JeuneHomme M student Drama Yes mardi Normal Hiver Nuit
JeuneHomme M student Comedy Yes vendredi Vacance Automne Soir
Adolescent F student Crime Yes jeudi Normal Hiver Nuit
Homme M technician Children's Yes samedi Vacance Printemp Nuit
JeuneHomme F programmer Comedy Yes mardi Normal Automne Soir
Adulte M administrator Comedy Yes mardi Vacance Automne ApréMidi
JeuneHomme F administrator Action Yes mercredi Normal Automne Soir
JeuneHomme F student Comedy Yes lundi Normal Hiver Soir
JeuneHomme M student Documentary Yes samedi Vacance Hiver Matin
Homme M scientist Drama Yes mardi Normal Hiver ApréMidi
JeuneHomme M student Comedy No samedi Vacance Automne Nuit
JeuneHomme F librarian Action Yes samedi Vacance Printemp ApréMidi
Homme F educator Action Yes dimanche Normal Hiver Nuit
Homme M educator Drama Yes jeudi Normal Printemp Soir
Homme M administrator Comedy No samedi Vacance Automne Nuit
Adulte F educator Drama Yes jeudi Normal Automne Soir
JeuneHomme F librarian Action Yes samedi Vacance Automne ApréMidi
JeuneHomme M technician Crime Yes jeudi Vacance Automne Soir
JeuneHomme M student Comedy Yes mercredi Normal Hiver ApréMidi
JeuneHomme M writer Drama Yes lundi Normal Automne ApréMidi
Homme M other Action No lundi Vacance Automne Nuit
Adulte M scientist Action Yes jeudi Vacance Printemp Nuit
Adulte M retired Musical Yes dimanche Normal Hiver Matin
Homme M entertainment Comedy Yes lundi Normal Hiver ApréMidi
JeuneHomme M programmer Animation No jeudi Normal Automne Nuit
JeuneHomme F administrator Drama Yes mercredi Normal Automne Soir
Adulte M educator Action Yes samedi Vacance Hiver ApréMidi
Adulte M engineer Action No lundi Normal Hiver Soir
Adulte M educator Comedy Yes lundi Normal Hiver Nuit
Adulte M engineer Comedy Yes vendredi Vacance Hiver Nuit
Adolescent M none Drama Yes mardi Normal Automne Nuit
Homme M programmer Comedy Yes vendredi Vacance Automne Soir
Adulte M administrator Action Yes mardi Vacance Automne ApréMidi
JeuneHomme M student Crime Yes samedi Vacance Hiver Nuit
Homme M writer Action Yes vendredi Vacance Hiver Soir
Adulte M executive Animation No mercredi Normal Hiver Soir
Adulte M educator Comedy Yes mardi Normal Printemp Soir
JeuneHomme F artist Adventure Yes samedi Vacance Hiver Nuit
Adulte M administrator Drama Yes mardi Normal Printemp ApréMidi
Adulte M educator Crime No mardi Normal Hiver Nuit
Adulte M administrator Adventure Yes samedi Vacance Hiver ApréMidi
JeuneHomme M engineer Action Yes lundi Normal Printemp ApréMidi
JeuneHomme M programmer Action Yes lundi Normal Hiver Soir
JeuneHomme M student Action Yes mercredi Normal Automne ApréMidi
JeuneHomme M engineer Action Yes mercredi Normal Automne Soir
JeuneHomme M student Horror Yes dimanche Normal Automne ApréMidi
Adulte M educator Action Yes lundi Normal Hiver Nuit
Homme M programmer Comedy No mardi Normal Hiver Soir
JeuneHomme M student Thriller Yes vendredi Vacance Hiver Nuit
Homme M artist Drama Yes vendredi Vacance Printemp Matin
JeuneHomme M writer Action Yes vendredi Vacance Automne Matin
JeuneHomme M engineer Action Yes samedi Vacance Automne Matin
Homme M educator Comedy Yes mercredi Normal Printemp Soir
Adulte M administrator Comedy Yes mardi Vacance Automne ApréMidi
JeuneHomme M engineer Musical No samedi Vacance Hiver ApréMidi
JeuneHomme M engineer Action No mercredi Normal Automne Soir
Homme M artist Drama Yes vendredi Vacance Printemp Matin
Homme F librarian Western Yes mercredi Normal Printemp ApréMidi
Homme M marketing Drama Yes vendredi Vacance Automne Soir
JeuneHomme F student Action Yes mercredi Normal Automne Soir
Homme M librarian Drama Yes samedi Vacance Printemp Soir
JeuneHomme F student Action Yes vendredi Vacance Hiver ApréMidi
Homme M entertainment Mystery No samedi Vacance Automne ApréMidi
Adulte M engineer Drama Yes samedi Vacance Hiver Soir
Homme M artist Action Yes vendredi Vacance Printemp Matin
JeuneHomme M administrator Action Yes samedi Vacance Printemp Soir
JeuneHomme M student Drama Yes dimanche Normal Hiver Matin
Homme M entertainment Action Yes lundi Normal Hiver Matin
Adulte M lawyer Comedy Yes lundi Normal Automne ApréMidi
Adulte M administrator Children's Yes jeudi Normal Automne ApréMidi
Adulte F educator Action Yes jeudi Normal Automne ApréMidi
JeuneHomme F student Drama Yes vendredi Vacance Hiver Matin
JeuneHomme M lawyer Comedy No vendredi Vacance Printemp ApréMidi
JeuneHomme M technician Horror Yes mercredi Normal Automne Nuit
JeuneHomme M writer Drama Yes lundi Normal Automne ApréMidi
JeuneHomme M writer Action Yes vendredi Vacance Automne Matin
Homme F programmer Mystery Yes mercredi Normal Hiver Nuit
Adulte F administrator Crime Yes jeudi Vacance Automne ApréMidi
Homme F none Crime Yes lundi Normal Hiver Matin
Homme M entertainment Comedy No lundi Normal Hiver ApréMidi
JeuneHomme M student Drama Yes samedi Vacance Hiver Nuit
Homme M engineer Comedy Yes vendredi Vacance Automne ApréMidi
Homme M other Drama No lundi Normal Hiver Soir
JeuneHomme M librarian Action Yes mercredi Normal Printemp Soir
Homme M other Comedy Yes dimanche Vacance Automne ApréMidi
Homme M programmer Action Yes mercredi Normal Printemp ApréMidi
Adolescent M student Comedy No samedi Vacance Automne Nuit
Adulte M administrator Drama Yes samedi Vacance Hiver ApréMidi
JeuneHomme M student Sci-Fi Yes vendredi Vacance Automne Soir
